0x0000b6,94,,0000b6,182,0.00010002,94
0x0000b7,4726,,0000b7,183,0.00502875,4726
0x0000b8,67,,0000b8,184,0.00007129,67
0x0000b9,116,,0000b9,185,0.00012343,116
0x0000ba,544,,0000ba,186,0.00057885,544
0x0000bb,12391,,0000bb,187,0.01318478,12391
0x0000bc,64,,0000bc,188,0.0000681,64
0x0000bd,98,,0000bd,189,0.00010428,98
0x0000be,63,,0000be,190,0.00006704,63
0x0000bf,892,,0000bf,191,0.00094914,892
0x0000c0,129,,0000c0,192,0.00013726,129
0x0000c1,915,,0000c1,193,0.00097362,915
0x0000c2,314,,0000c2,194,0.00033412,314
0x0000c3,1801,,0000c3,195,0.00191637,1801
0x0000c4,1296,,0000c4,196,0.00137902,1296
0x0000c5,473,,0000c5,197,0.0005033,473
0x0000c6,6,,0000c6,198,0.00000638,6
0x0000c7,905,,0000c7,199,0.00096297,905
0x0000c8,42,,0000c8,200,0.00004469,42
0x0000c9,1204,,0000c9,201,0.00128113,1204
0x0000ca,30,,0000ca,202,0.00003192,30
0x0000cb,9,,0000cb,203,0.00000958,9
0x0000cc,9,,0000cc,204,0.00000958,9
0x0000cd,353,,0000cd,205,0.00037561,353
0x0000ce,235,,0000ce,206,0.00025005,235
0x0000cf,21,,0000cf,207,0.00002235,21
0x0000d0,372,,0000d0,208,0.00039583,372
0x0000d1,541,,0000d1,209,0.00057566,541
0x0000d2,5,,0000d2,210,0.00000532,5
0x0000d3,741,,0000d3,211,0.00078847,741
0x0000d4,40,,0000d4,212,0.00004256,40
0x0000d5,129,,0000d5,213,0.00013726,129
0x0000d6,1460,,0000d6,214,0.00155353,1460
0x0000d7,1338,,0000d7,215,0.00142371,1338
0x0000d8,90,,0000d8,216,0.00009577,90
0x0000d9,39,,0000d9,217,0.0000415,39
0x0000da,961,,0000da,218,0.00102256,961
0x0000db,4,,0000db,219,0.00000426,4
0x0000dc,2297,,0000dc,220,0.00244415,2297
0x0000de,1,,0000de,222,0.00000106,1
0x0000df,4574,,0000df,223,0.00486701,4574
0x0000e0,16674,,0000e0,224,0.01774215,16674
0x0000e1,21305,,0000e1,225,0.02266981,21305
0x0000e2,3318,,0000e2,226,0.00353055,3318
0x0000e3,2255,,0000e3,227,0.00239946,2255
0x0000e4,26709,,0000e4,228,0.02842,26709
0x0000e5,4980,,0000e5,229,0.00529902,4980
0x0000e6,144,,0000e6,230,0.00015322,144
0x0000e7,7771,,0000e7,231,0.00826882,7771
0x0000e8,10367,,0000e8,232,0.01103112,10367
0x0000e9,86618,,0000e9,233,0.09216681,86618
0x0000ea,4814,,0000ea,234,0.00512239,4814
0x0000eb,535,,0000eb,235,0.00056927,535
0x0000ec,137,,0000ec,236,0.00014578,137
0x0000ed,16385,,0000ed,237,0.01743463,16385
0x0000ee,3808,,0000ee,238,0.00405194,3808
0x0000ef,254,,0000ef,239,0.00027027,254
0x0000f0,35,,0000f0,240,0.00003724,35
0x0000f1,6584,,0000f1,241,0.00700578,6584
0x0000f2,277,,0000f2,242,0.00029474,277
0x0000f3,22389,,0000f3,243,0.02382326,22389
0x0000f4,5885,,0000f4,244,0.006262,5885
0x0000f5,803,,0000f5,245,0.00085444,803
0x0000f6,20751,,0000f6,246,0.02208032,20751
0x0000f7,7,,0000f7,247,0.00000745,7
0x0000f8,101,,0000f8,248,0.00010747,101
0x0000f9,702,,0000f9,249,0.00074697,702
0x0000fa,6337,,0000fa,250,0.00674295,6337
0x0000fb,852,,0000fb,251,0.00090658,852
0x0000fc,31034,,0000fc,252,0.03302206,31034
0x0000fd,637,,0000fd,253,0.00067781,637
0x0000fe,2,,0000fe,254,0.00000213,2
0x0000ff,4,,0000ff,255,0.00000426,4
0x000100,14,,000100,256,0.0000149,14
0x000101,310,,000101,,,93979600
0x000102,129,,000102,,,
0x000103,5795,,000103,,,
0x000104,175,,000104,,,
0x000105,1409,,000105,,,
0x000106,80,,000106,,,
0x000107,1343,,000107,,,
0x000108,95,,000108,,,
0x000109,316,,000109,,,
0x00010c,321,,00010c,,,
0x00010d,4818,,00010d,,,
0x00010e,80,,00010e,,,
0x00010f,75,,00010f,,,
0x000110,7,,000110,,,
0x000111,190,,000111,,,
0x000113,100,,000113,,,
0x000115,1,,000115,,,
0x000117,149,,000117,,,
0x000118,486,,000118,,,
0x000119,2532,,000119,,,
0x00011b,21,,00011b,,,
0x00011c,35,,00011c,,,
0x00011d,518,,00011d,,,
0x00011e,4,,00011e,286,,
0x00011f,2464,,00011f,287,,
0x000123,1,,000123,291,,
0x000124,2,,000124,292,,
0x000125,11,,000125,293,,
0x000129,5,,000129,297,,
0x00012a,2,,00012a,298,,
0x00012b,139,,00012b,299,,
0x00012e,48,,00012e,302,,
0x00012f,61,,00012f,303,,
0x000130,1470,,000130,304,,
0x000131,8790,,000131,305,,
0x000134,12,,000134,308,,
0x000135,163,,000135,309,,
0x000137,3,,000137,311,,
0x00013c,3,,00013c,316,,
0x00013d,7,,00013d,317,,
0x00013e,977,,00013e,318,,
0x00013f,1,,00013f,319,,
0x000141,587,,000141,321,,
0x000142,4692,,000142,322,,
0x000143,35,,000143,323,,
0x000144,1091,,000144,324,,
0x000145,1,,000145,325,,
0x000146,10,,000146,326,,
0x000148,60,,000148,328,,
0x00014c,4,,00014c,332,,
0x00014d,18,,00014d,333,,
0x000150,9,,000150,336,,
0x000151,1017,,000151,337,,
0x000152,11,,000152,338,,
0x000153,163,,000153,339,,
0x000154,7,,000154,340,,
0x000158,3,,000158,344,,
0x000159,189,,000159,345,,
0x00015a,251,,00015a,346,,
0x00015b,2089,,00015b,347,,
0x00015c,27,,00015c,348,,
0x00015d,168,,00015d,349,,
0x00015e,306,,00015e,350,,
0x00015f,5205,,00015f,351,,
0x000160,332,,000160,352,,
0x000161,2339,,000161,353,,
0x000162,3,,000162,354,,
0x000163,1892,,000163,355,,
0x000164,2,,000164,356,,
0x000165,882,,000165,357,,
0x000169,4,,000169,361,,
0x00016b,75,,00016b,363,,
0x00016d,581,,00016d,365,,
0x00016e,3,,00016e,366,,
0x00016f,18,,00016f,367,,
0x000170,41,,000170,368,,
0x000171,386,,000171,369,,
0x000173,182,,000173,371,,
0x000178,3,,000178,376,,
0x000179,9,,000179,377,,
0x00017a,203,,00017a,378,,
0x00017b,114,,00017b,379,,
0x00017c,1984,,00017c,380,,
0x00017d,76,,00017d,381,,
0x00017e,2565,,00017e,382,,
0x000192,67,,000192,402,,
0x0001a1,7,,0001a1,417,,
0x0001b0,6,,0001b0,432,,
0x0001d4,2,,0001d4,468,,
0x0001e3,2,,0001e3,483,,
0x0001ff,1,,0001ff,511,,
0x00020b,2,,00020b,523,,
0x000218,2,,000218,536,,
0x000219,53,,000219,537,,
0x00021a,1,,00021a,538,,
0x00021b,38,,00021b,539,,
0x00022a,2,,00022a,554,,
0x000252,2,,000252,594,,
0x000254,2,,000254,596,,
0x000259,161,,000259,601,,
0x00025b,42,,00025b,603,,
0x00025c,1,,00025c,604,,
0x000261,1,,000261,609,,
0x00026a,44,,00026a,618,,
0x000279,38,,000279,633,,
0x00027e,1,,00027e,638,,
0x000281,1,,000281,641,,
0x000283,2,,000283,643,,
0x00028a,2,,00028a,650,,
0x000298,2,,000298,664,,
0x0002bb,2,,0002bb,699,,
0x0002bc,6,,0002bc,700,,
0x0002c6,23,,0002c6,710,,
0x0002c7,33,,0002c7,711,,
0x0002c8,57,,0002c8,712,,
0x0002d0,3,,0002d0,720,,
0x0002da,2,,0002da,730,,
0x0002dc,14,,0002dc,732,,
0x0002dd,1,,0002dd,733,,
0x0002e1,3,,0002e1,737,,
0x0002e2,3,,0002e2,738,,
0x000300,2,,000300,768,,
0x000301,126,,000301,769,,
0x000302,7,,000302,770,,
0x000303,20,,000303,771,,
0x000304,6,,000304,772,,
0x000305,4,,000305,773,,
0x000306,2,,000306,774,,
0x000307,1,,000307,775,,
0x000308,8,,000308,776,,
0x000309,2,,000309,777,,
0x00030a,2,,00030a,778,,
0x00030b,3,,00030b,779,,
0x00030c,5,,00030c,780,,
0x00030d,1,,00030d,781,,
0x00030e,1,,00030e,782,,
0x00030f,3,,00030f,783,,
0x000312,1,,000312,786,,
0x000314,4,,000314,788,,
0x000316,1,,000316,790,,
0x000317,1,,000317,791,,
0x000318,3,,000318,792,,
0x000319,2,,000319,793,,
0x00031a,3,,00031a,794,,
0x00031b,2,,00031b,795,,
0x00031c,1,,00031c,796,,
0x00031e,1,,00031e,798,,
0x00031f,1,,00031f,799,,
0x000320,1,,000320,800,,
0x000321,1,,000321,801,,
0x000323,1,,000323,803,,
0x000325,1,,000325,805,,
0x000326,1,,000326,806,,
0x000327,9,,000327,807,,
0x000328,2,,000328,808,,
0x000329,1,,000329,809,,
0x00032a,1,,00032a,810,,
0x00032b,2,,00032b,811,,
0x00032d,1,,00032d,813,,
0x00032e,1,,00032e,814,,
0x00032f,3,,00032f,815,,
0x000330,1,,000330,816,,
0x000331,1,,000331,817,,
0x000332,3,,000332,818,,
0x000333,1,,000333,819,,
0x000334,1,,000334,820,,
0x000335,1,,000335,821,,
0x000336,3,,000336,822,,
0x000337,2,,000337,823,,
0x00033a,1,,00033a,826,,
0x00033b,2,,00033b,827,,
0x00033d,1,,00033d,829,,
0x00033e,1,,00033e,830,,
0x00033f,1,,00033f,831,,
0x000340,1,,000340,832,,
0x000342,4,,000342,834,,
0x000343,2,,000343,835,,
0x000345,2,,000345,837,,
0x000347,2,,000347,839,,
0x000349,1,,000349,841,,
0x00034b,1,,00034b,843,,
0x00034d,1,,00034d,845,,
0x000351,3,,000351,849,,
0x000352,4,,000352,850,,
0x000353,1,,000353,851,,
0x000355,1,,000355,853,,
0x000356,3,,000356,854,,
0x000358,1,,000358,856,,
0x00035a,3,,00035a,858,,
0x00035b,2,,00035b,859,,
0x00035d,2,,00035d,861,,
0x00035e,1,,00035e,862,,
0x000362,1,,000362,866,,
0x000363,2,,000363,867,,
0x000364,2,,000364,868,,
0x000365,2,,000365,869,,
0x000366,1,,000366,870,,
0x000367,1,,000367,871,,
0x000368,3,,000368,872,,
0x00036a,3,,00036a,874,,
0x00036b,1,,00036b,875,,
0x00036c,1,,00036c,876,,
0x00036d,3,,00036d,877,,
0x000388,44,,000388,904,,
0x00038c,1,,00038c,908,,
0x00038f,9,,00038f,911,,
0x000390,19,,000390,912,,
0x000391,351,,000391,913,,
0x000392,76,,000392,914,,
0x000393,117,,000393,915,,
0x000394,356,,000394,916,,
0x000395,281,,000395,917,,
0x000396,4,,000396,918,,
0x000397,30,,000397,919,,
0x000398,1,,000398,920,,
0x000399,20,,000399,921,,
0x00039a,43,,00039a,922,,
0x00039b,97,,00039b,923,,
0x00039c,609,,00039c,924,,
0x00039d,353,,00039d,925,,
0x00039e,11,,00039e,926,,
0x00039f,128,,00039f,927,,
0x0003a0,239,,0003a0,928,,
0x0003a1,580,,0003a1,929,,
0x0003a3,401,,0003a3,931,,
0x0003a4,61,,0003a4,932,,
0x0003a6,84,,0003a6,934,,
0x0003a7,7,,0003a7,935,,
0x0003a9,13,,0003a9,937,,
0x0003ac,490,,0003ac,940,,
0x0003ad,594,,0003ad,941,,
0x0003ae,452,,0003ae,942,,
0x0003af,695,,0003af,943,,
0x0003b1,4072,,0003b1,945,,
0x0003b2,475,,0003b2,946,,
0x0003b3,1119,,0003b3,947,,
0x0003b4,281,,0003b4,948,,
0x0003b5,2654,,0003b5,949,,
0x0003b6,413,,0003b6,950,,
0x0003b7,880,,0003b7,951,,
0x0003b8,174,,0003b8,952,,
0x0003b9,2978,,0003b9,953,,
0x0003ba,804,,0003ba,954,,
0x0003bb,1422,,0003bb,955,,
0x0003bc,1471,,0003bc,956,,
0x0003bd,2407,,0003bd,957,,
0x0003be,34,,0003be,958,,
0x0003bf,2600,,0003bf,959,,
0x0003c0,564,,0003c0,960,,
0x0003c1,1397,,0003c1,961,,
0x0003c2,712,,0003c2,962,,
0x0003c3,1439,,0003c3,963,,
0x0003c4,1597,,0003c4,964,,
0x0003c5,1380,,0003c5,965,,
0x0003c6,318,,0003c6,966,,
0x0003c7,234,,0003c7,967,,
0x0003c9,434,,0003c9,969,,
0x0003ca,103,,0003ca,970,,
0x0003cb,1,,0003cb,971,,
0x0003cc,389,,0003cc,972,,
0x0003cd,217,,0003cd,973,,
0x0003ce,408,,0003ce,974,,
0x000401,2,,000401,1025,,
0x000402,296,,000402,1026,,
0x000403,415,,000403,1027,,
0x000405,447,,000405,1029,,
0x000406,293,,000406,1030,,
0x000407,8,,000407,1031,,
0x000408,10,,000408,1032,,
0x00040a,209,,00040a,1034,,
0x00040b,51,,00040b,1035,,
0x00040c,26,,00040c,1036,,
0x00040e,15,,00040e,1038,,
0x00040f,140,,00040f,1039,,
0x000410,2246,,000410,1040,,
0x000411,1187,,000411,1041,,
0x000412,3566,,000412,1042,,
0x000413,768,,000413,1043,,
0x000414,1354,,000414,1044,,
0x000415,585,,000415,1045,,
0x000416,131,,000416,1046,,
0x000417,1080,,000417,1047,,
0x000418,1611,,000418,1048,,
0x000419,104,,000419,1049,,
0x00041a,3813,,00041a,1050,,
0x00041b,1025,,00041b,1051,,
0x00041c,1552,,00041c,1052,,
0x00041d,2214,,00041d,1053,,
0x00041e,3465,,00041e,1054,,
0x00041f,4412,,00041f,1055,,
0x000420,7494,,000420,1056,,
0x000421,6349,,000421,1057,,
0x000422,1457,,000422,1058,,
0x000423,525,,000423,1059,,
0x000424,672,,000424,1060,,
0x000425,201,,000425,1061,,
0x000426,129,,000426,1062,,
0x000427,322,,000427,1063,,
0x000428,765,,000428,1064,,
0x000429,5,,000429,1065,,
0x00042a,4,,00042a,1066,,
0x00042b,57,,00042b,1067,,
0x00042c,98,,00042c,1068,,
0x00042d,396,,00042d,1069,,
0x00042e,54,,00042e,1070,,
0x00042f,450,,00042f,1071,,
0x000430,57163,,000430,1072,,
0x000431,11600,,000431,1073,,
0x000432,24382,,000432,1074,,
0x000433,9526,,000433,1075,,
0x000434,16595,,000434,1076,,
0x000435,53410,,000435,1077,,
0x000436,4114,,000436,1078,,
0x000437,9652,,000437,1079,,
0x000438,54423,,000438,1080,,
0x000439,9421,,000439,1081,,
0x00043a,25583,,00043a,1082,,
0x00043b,26112,,00043b,1083,,
0x00043c,18815,,00043c,1084,,
0x00043d,41236,,00043d,1085,,
0x00043e,62736,,00043e,1086,,
0x00043f,16851,,00043f,1087,,
0x000440,32574,,000440,1088,,
0x000441,37136,,000441,1089,,
0x000442,46497,,000442,1090,,
0x000443,13676,,000443,1091,,
0x000444,3326,,000444,1092,,
0x000445,4652,,000445,1093,,
0x000446,5910,,000446,1094,,
0x000447,6214,,000447,1095,,
0x000448,3247,,000448,1096,,
0x000449,2202,,000449,1097,,
0x00044a,378,,00044a,1098,,
0x00044b,13024,,00044b,1099,,
0x00044c,13548,,00044c,1100,,
0x00044d,1277,,00044d,1101,,
0x00044e,3039,,00044e,1102,,
0x00044f,13703,,00044f,1103,,
0x000451,1012,,000451,1105,,
0x000452,14,,000452,1106,,
0x000453,127,,000453,1107,,
0x000454,251,,000454,1108,,
0x000455,698,,000455,1109,,
0x000456,449,,000456,1110,,
0x000457,399,,000457,1111,,
0x000458,254,,000458,1112,,
0x000459,10,,000459,1113,,
0x00045a,10,,00045a,1114,,
0x00045b,18,,00045b,1115,,
0x00045c,16,,00045c,1116,,
0x00045e,13,,00045e,1118,,
0x00045f,13,,00045f,1119,,
0x000463,1,,000463,1123,,
0x00046a,40,,00046a,1130,,
0x000489,3,,000489,1161,,
0x000490,4,,000490,1168,,
0x000491,263,,000491,1169,,
0x00049a,12,,00049a,1178,,
0x00049b,12,,00049b,1179,,
0x0004a1,1,,0004a1,1185,,
0x0004a7,1,,0004a7,1191,,
0x0004b7,1,,0004b7,1207,,
0x0004ba,1,,0004ba,1210,,
0x0004d1,4,,0004d1,1233,,
0x0004d9,1,,0004d9,1241,,
0x0004e3,1,,0004e3,1251,,
0x000540,76,,000540,1344,,
0x00054d,1,,00054d,1357,,
0x000561,78,,000561,1377,,
0x000565,222,,000565,1381,,
0x000566,70,,000566,1382,,
0x00056b,1,,00056b,1387,,
0x00056c,71,,00056c,1388,,
0x00056f,1,,00056f,1391,,
0x000575,76,,000575,1397,,
0x000576,76,,000576,1398,,
0x000578,71,,000578,1400,,
0x00057e,1,,00057e,1406,,
0x000580,76,,000580,1408,,
0x000582,70,,000582,1410,,
0x0005b4,6,,0005b4,1460,,
0x0005bc,1,,0005bc,1468,,
0x0005d0,3479,,0005d0,1488,,
0x0005d1,4589,,0005d1,1489,,
0x0005d2,1737,,0005d2,1490,,
0x0005d3,1814,,0005d3,1491,,
0x0005d4,4416,,0005d4,1492,,
0x0005d5,8920,,0005d5,1493,,
0x0005d6,959,,0005d6,1494,,
0x0005d7,2170,,0005d7,1495,,
0x0005d8,1036,,0005d8,1496,,
0x0005d9,11627,,0005d9,1497,,
0x0005da,274,,0005da,1498,,
0x0005db,1311,,0005db,1499,,
0x0005dc,5409,,0005dc,1500,,
0x0005dd,3029,,0005dd,1501,,
0x0005de,6601,,0005de,1502,,
0x0005df,1533,,0005df,1503,,
0x0005e0,2756,,0005e0,1504,,
0x0005e1,1917,,0005e1,1505,,
0x0005e2,2528,,0005e2,1506,,
0x0005e3,225,,0005e3,1507,,
0x0005e4,2309,,0005e4,1508,,
0x0005e5,132,,0005e5,1509,,
0x0005e6,2508,,0005e6,1510,,
0x0005e7,1405,,0005e7,1511,,
0x0005e8,6355,,0005e8,1512,,
0x0005e9,2857,,0005e9,1513,,
0x0005ea,4205,,0005ea,1514,,
0x00060c,297,,00060c,1548,,
0x00061b,11,,00061b,1563,,
0x00061f,236,,00061f,1567,,
0x000621,556,,000621,1569,,
0x000622,652,,000622,1570,,
0x000623,1606,,000623,1571,,
0x000624,54,,000624,1572,,
0x000625,482,,000625,1573,,
0x000626,371,,000626,1574,,
0x000627,29417,,000627,1575,,
0x000628,6711,,000628,1576,,
0x000629,5453,,000629,1577,,
0x00062a,9191,,00062a,1578,,
0x00062b,487,,00062b,1579,,
0x00062c,2925,,00062c,1580,,
0x00062d,2822,,00062d,1581,,
0x00062e,1326,,00062e,1582,,
0x00062f,5919,,00062f,1583,,
0x000630,682,,000630,1584,,
0x000631,10735,,000631,1585,,
0x000632,733,,000632,1586,,
0x000633,5366,,000633,1587,,
0x000634,2689,,000634,1588,,
0x000635,2039,,000635,1589,,
0x000636,2288,,000636,1590,,
0x000637,2108,,000637,1591,,
0x000638,336,,000638,1592,,
0x000639,8935,,000639,1593,,
0x00063a,700,,00063a,1594,,
0x000640,2081,,000640,1600,,
0x000641,4234,,000641,1601,,
0x000642,4164,,000642,1602,,
0x000643,4309,,000643,1603,,
0x000644,19554,,000644,1604,,
0x000645,13788,,000645,1605,,
0x000646,8925,,000646,1606,,
0x000647,4948,,000647,1607,,
0x000648,12134,,000648,1608,,
0x000649,1529,,000649,1609,,
0x00064a,13496,,00064a,1610,,
0x00064b,133,,00064b,1611,,
0x00064c,35,,00064c,1612,,
0x00064d,56,,00064d,1613,,
0x00064e,170,,00064e,1614,,
0x00064f,57,,00064f,1615,,
0x000650,97,,000650,1616,,
0x000651,47,,000651,1617,,
0x000652,76,,000652,1618,,
0x000672,1,,000672,1650,,
0x000679,2,,000679,1657,,
0x00067e,309,,00067e,1662,,
0x000686,33,,000686,1670,,
0x000698,65,,000698,1688,,
0x00069a,1,,00069a,1690,,
0x0006a4,1,,0006a4,1700,,
0x0006a9,110,,0006a9,1705,,
0x0006aa,5,,0006aa,1706,,
0x0006af,240,,0006af,1711,,
0x0006b1,1,,0006b1,1713,,
0x0006ba,4,,0006ba,1722,,
0x0006c1,16,,0006c1,1729,,
0x0006c6,1,,0006c6,1734,,
0x0006c7,2,,0006c7,1735,,
0x0006c8,2,,0006c8,1736,,
0x0006cb,1,,0006cb,1739,,
0x0006cc,598,,0006cc,1740,,
0x0006ce,1,,0006ce,1742,,
0x0006d2,5,,0006d2,1746,,
0x0006d3,1,,0006d3,1747,,
0x0006d5,2,,0006d5,1749,,
0x0006de,12,,0006de,1758,,
0x0006e9,2,,0006e9,1769,,
0x0006f0,131,,0006f0,1776,,
0x0006f1,149,,0006f1,1777,,
